driver_id,quit_within_90_days
20f5672c1b6a59b9d5ec09a34ad90e9b,FALSE
215263f9135bdd22b0e41659046b150d,FALSE
21eb2a893ddf647ee9d307d873a697b7,FALSE
220d2d2a94c58c0f7ee7cb1864d5f0c5,FALSE
2231ec7a993e7ce92f79588ccc405e21,FALSE
225fb2558cee416b136c9c9231824580,FALSE
22ca9510a0c0d97ba66750530ee0e914,FALSE
22d43c4cd79a3cbab663d9eadd1e5995,FALSE
23017e4c03d224c89b5e3a0550e1bd9f,FALSE
236af2c3c395a20fd53696a5634abd7b,FALSE
23f2a72a48ef9f44301dbcfd69f8b3f0,FALSE
2422c0748699c412f9759b2897484061,FALSE
24708f36edaf58e1c50b06720b536b45,FALSE
2494554e7702a28816717bc0cbf7d57b,FALSE
24b79c598cb070bf049057bd529d3c86,FALSE
24f805c6313acfbc2250cbfd90268b24,FALSE
25061f5683655c7cc6e503eb0383c96e,TRUE
25827d13d5d988125ef4cc8a2ea3ddc1,TRUE
258e3bc5c82e3f687b4e999bc598374e,FALSE
2678d03ea513d10988818e77c5915b75,FALSE
26dd952cf82f0d354e4007476748a1dc,FALSE
26efe85697b050171e2ac92d11f75605,TRUE
272fc17e9698d95dda029e15b5546534,FALSE
274a1e97df854e1590ae812ca9ee5ac7,FALSE
276f6a36e30c69076c4cab7970ade946,TRUE
281274ed70a896744065199c58462f3d,TRUE
28e4da66781b209cd9a299365a0dcab0,TRUE
290c05b6d7e38c64bae2535b5d1d27f2,FALSE
297e507cc9f1da096e51c2223657255b,FALSE
299507a03373935d7a89a9fd6a6c0e46,FALSE
29ca037d71b4a5934ae4528d050daeef,FALSE
2a190f6b01dba26d00d3b644a268ba75,FALSE
2a289b5c712e32bfb651b126cbe4e5bb,FALSE
2a4afd4ab156dd0a6a0dc48bdf5d8db7,FALSE
2aa41b072dc16081ebe60ad5b17f5a4c,FALSE
2b1f99b4f3360623da8fdcd39828122e,TRUE
2b4078909534095c15f578c588667bc9,TRUE
2b77329ac116a3d1a5334c3fd54bd499,FALSE
2ba51f9574a5c08327a718edada3e052,TRUE
2ba60fe37b426385154d69d8eff687e1,TRUE
2c130ea88372d326fb1a0719227627e3,TRUE
2cc500616c927ce30d0bd1e87c699ef5,FALSE
2d42e6d775b4399a56b71c2f3d6905ab,FALSE
2d4c69afb7ac569a35a1c15fcecc1cb0,FALSE
2da7874cc42c3c94f157bd3fd78369b6,TRUE
2db4e5237ec8a271bd6269b5ddc9b422,FALSE
2e4d5b1e1a62e56b3a8f887641379fe4,FALSE
2e5d7b104b570a5cf450f6825880c9dc,FALSE
2e882efad8288189f654defcd3dbcd64,FALSE
2ebb15757eae00c4c491f569ca1a72a4,FALSE
2ed0f3c071cdebf30186d2bf0a0c6151,FALSE
2f29fdfd281552870b7f07152889e0fb,FALSE
2f3773bd9dab0fa3e04c6f58dc0714a4,FALSE
2f50e03ac03a920d1447b894643797f6,TRUE
309320204754c3eeb2577949e870fe2d,TRUE
30e91f4104a6b5b0450588d8febddd93,FALSE
314d2be0d3461375f9e9ecf56b2b04ee,TRUE
3155bb6b7fc081f2cccc4f50c9bea08e,FALSE
31b451688ffc6f785c22bf74374507bc,TRUE
329870cd7580c9efbc6b62073f89b90d,FALSE
32b84f6d92b60badb7a8a6c47088151d,TRUE
32d6b6b2ad34385519bd4492ce78eee4,TRUE
336a98815390e16a5661d2570374d448,FALSE
336c8ec2eb47bc1453b85ee78849038e,TRUE
33b7762088cf5b82b8fe6fc291f93b6b,TRUE
34699d5745d74c7076fd1ef051b795a9,TRUE
3474d70dfe09a1d9545f436cd3f3136a,FALSE
34784d7e4e1ee4869f10d9abeb4ad3fa,FALSE
34c0cce7c3c34f9f6062b697637890b2,FALSE
34e2c40d9d6f01ec4a0ffed4b032ec1e,FALSE
3575446a7484516f5593add3ddd37451,TRUE
35c3b0390b6f80657c53fb46b13f0a9e,FALSE
35db61ddf8e29d55a2d355ed0f9166d8,FALSE
35fa59db20f02b89264c5a97b94d7785,FALSE
363f684a638dac345e67fbb78e492efc,FALSE
367091701b7a57ef3e93c9fe2f6d3b3c,TRUE
36de1e085fbd8f354dd3192571cece32,FALSE
36df5bf5a89917fde3573e7c960c2097,FALSE
370412f2a2747c1fdf8e807374c04a3d,FALSE
370e9f95700973dd95508e2f39b2bd29,TRUE
3777e15bb2eb838394a372e119d96462,FALSE
3788dc9e91f1548816ce8b5af07ddadc,FALSE
378f8bfcef6759b1e6b0e66b04424f54,FALSE
37ac4f9379c836b08c9a6e2315fd66af,TRUE
38510028b6d34d1b1339fa4e70783563,FALSE
3857da988688981b67c878fc179eb0dc,FALSE
387fb3e0e515f38826f70eb475a3bfb6,FALSE
392e07cd00f38f357ae73795619fd0e3,FALSE
392f50e58bee8a34399972bf0cb175d3,TRUE
39a7bc235caf53556b15dd28ab5a7157,FALSE
39eedffe18d7ec6c53741f9d46c7ab51,TRUE
3a1d9fb7a8cfd55ae38d1b4fb1520d1f,TRUE
3a52faf7577b389cbe9912652cbad33c,FALSE
3af5c66b6800650cebac636822ac14c7,FALSE
3b2dca5cc3db92a05ea35056887108b6,TRUE
3b6ae24dc593e6609bf90a1b80630439,TRUE
3b7f314bfe75abaa6718399d534ccf47,FALSE
3b87648d266e62600ff719b691fd8562,FALSE
3babf7dbd39edd11603dcd53e50dc050,TRUE
3bfb185b9491beb56fc10b6212c6c9c2,FALSE
3c69563a9561f995598ed81f1f5c331a,FALSE
3caf85a7d6b8f5615fbc21e8310af584,FALSE
3d2fa009a9f144706ad28ec9348f5960,FALSE
3dad0a540eaab6fa876e4938d728efae,FALSE
3dec7f876bb8b281df66b46469c79393,FALSE
3e66ede2d283842c643b6b623d0ca168,FALSE
3e8d06b82eb75b584564ce66217b3514,TRUE
3f2ee0f16084bb99e8423807273c5816,FALSE
3f62bb3b6a5ccddae37ff2fe3bfb3efd,FALSE
3f79678c849eca6b438bb3d4bb59a5c6,FALSE
3f82d353964869022a995e87b480a901,FALSE
3fcdb7a637be76b45ad806d4f832c966,FALSE
40061a1bbba0ff209c889094d24f6032,FALSE
4008627b85a36afa46e22ecf513fc699,TRUE
400daded5197f955191887cd567338ee,TRUE
402ce9ac2db62fcb5fe29ba1d40566c7,FALSE
4125bef57464803d018cacc1d3f08f74,FALSE
415fbbda45a4a410e3122e3c992ace42,FALSE
417055c67f5510da99ac623b02b87847,TRUE
419eef26d8db5ccac04bf5d87af8059a,TRUE
42256e33936dfa69088f540a720edc97,TRUE
432754fe9722d008cd7328f34852de61,TRUE
4343b3dc4ad77e98d38808b64003bee0,TRUE
434adfc83c625f393595207cfff91ef2,FALSE
440abd26a1c60ce02351bf1823d2d46d,FALSE
44198b15df35d0827ebef271b6264727,TRUE
443cf8f9119a8fc409780159c46d2de7,FALSE
44509b1a5d4f1ad8350076d754ab1cb5,FALSE
446b609957a142e8834dc88cebb7dee0,FALSE
446ffe55730ace4059f02a4806018a08,FALSE
44b7669c8f7ec8b8e592f150c7ee7fa2,FALSE
44e9f61af64c2d25412a0f4532ada63c,TRUE
455ec8a8532948fe2c5e308af37216a1,TRUE
456467f01492ee1aeb7707de5c725f1c,FALSE
459af73e5a9d360ff51cf284c571f01b,TRUE
45ebd51300bd4bcc529a11a855827db4,FALSE
46b9dc30efea1755f8ada69668793bf5,TRUE
46da643aa47256fef0822a2f288e115b,FALSE
46e1da1c7fe0602747beb9fe6bbaf037,FALSE
46fcd24790c5eae35fa517051024bfe7,TRUE
4705afcfaac4e4bd293f613e3b01598f,FALSE
4713aa4cef966a678af02897a0e74043,FALSE
4742b3f8432af0165e291edc6b8c5e53,TRUE
479c3dccc06056867dd10c7d9fa0f569,FALSE
47d53cd40685a32d936cbde7760eb434,FALSE
48e49f85bb962b1f77ed152cc32dcd0a,FALSE
490a37e876eb5d48f8e56e0d99461b04,FALSE
4952bdd8850792b72466848cb4930f10,TRUE
49803452ad1a68e87b448f5129276bc2,FALSE
4a07b94db0ec6615f30ace6efd2a19cb,FALSE
4aa585f63fbe04dcded4019662cc47f8,TRUE
4af132c905d92d74454ca4934ee2450a,FALSE
4af6c062ca397fd6b7bd2fb2a91e5964,TRUE
4b52c260ac5817566e61009e4bd23329,FALSE
4bcc817c8aba8c5569e370b238831e77,FALSE
4c5f4c8887459671e65b68826fe750c3,FALSE
4d10262d534bd366736dcabc8d37a3bb,TRUE
4d1e99b879de5fa11e3f5423416f0497,TRUE
4d40cd073132f01ccef7027f70890b6d,FALSE
4dc7656f389d5cfcd38bf7870c1ce3e6,FALSE
4dd633c46b8d78842b1e9dfb7f6a60e7,FALSE
4e1fa948dc5295202fa8b7f8062b0d28,FALSE
4e428667c6bb84323046e5647dfdfff0,TRUE
4e83cce03deeca174a87faaa046a4750,FALSE
4e9bcae1e2305fe1e6b215cb82833e97,FALSE
4eb382d1f7d50fae1294964263d1ce82,FALSE
4f06c1412e8f2c16c96abb053997112f,FALSE
4f3187e47f035afbd77a00d4cd536d7f,FALSE
50eadd94fd0152fd0638a915061c4c94,FALSE
50ec87212107552181f769bdc522b63d,FALSE
512ee3c7f8f9bfa6b7d3d824f5af228d,FALSE
514da6a81ecbe7cd98fc71045c66aae1,TRUE
5185567c0a5ec03eddbb003364c82b97,FALSE
51a82cefe6d4e058ed392ea004572896,FALSE
51b528390e8e7780595f6009b1f4cf72,TRUE
52bc8ebc7db90d5b77453bf475677ebd,TRUE
531a726b5b0c925a1aa24b5a9d5ac333,FALSE
53e554eb940176c64fa8ee10a394f835,FALSE
5420c76a41d255a40272c8f3c1f93c6a,TRUE
5479187ed46c2c87abacde90f4d8ed6f,FALSE
548a85a2fbb4986fd7a632566e8cb9c3,TRUE
554a4f92c47ec3280d3ca64f5250b023,FALSE
55bec90600d21bd3513366d218f2b2f2,FALSE
55d70545197fd2c5cc68f14f3d5d6585,FALSE
55d7b17732745057aff29fcd0ce13014,TRUE
561593fc7dd18e6a78c6ad5e7eef0061,FALSE
569271b82c506166a23ffcfbf6f854f2,FALSE
56bda1ed3f3299ff6e8465398a498a5b,FALSE
5718c878f7879770af94d41951431983,TRUE
579967d1572ee95c66ffa1ca4077b61a,TRUE
57c15602f0b088ce6b9e4f88edce149c,TRUE
57c355d13a3bcfd36b3245d03f3f9d69,FALSE
581129294fc7d1f43a4d1a372515dfaa,FALSE
583740d998ccdf639276e797a6caa9df,TRUE
585b09e7ee2164f95b134866f3f412fb,FALSE
58d8c3038cd500e773aff605e28ce8a7,TRUE
5943b68c2fa8bcfd0add30691fd9136b,FALSE
5a22303ccd79309f5324acc7b0e751bf,TRUE
5a4306be3d5e1d5481e9237d2d211cb6,FALSE
5a880bc9cddbb3845438de87f859c360,FALSE
5ae3c8ba3ae2b9230664674dadf8535a,TRUE
5b33db9198566d3fcc5aa0bdeb435d2a,FALSE
5bd37993cfff08be940348a466912238,FALSE
5c00ecb439cd4e2377e9bb3de84b0e74,TRUE
5cb230875b1a38b725085246444ffd0c,FALSE
5ccc0e6dc9c7475caf785cdce7b8eb7a,FALSE
5ceff5a3983505de6d021403c6975079,FALSE
5cf93f7d1d3a8f0cf395c84053c31b1b,TRUE
5cfe569d448c9a5e120ce15611e7c779,FALSE
5cff9e4588a1d8b4b0fd703c4720421b,TRUE
5dd7009f3d7f049d3e38b155ecd3a24e,FALSE
5e37e705afb774452ab30d20b9561a0f,FALSE
5e5bfc73736d6aa15ac33ea01d47e5ee,TRUE
5e6bd3186b283c4e430332e1a3dd1b2e,FALSE
5efe1190183936849880ece11b1ece77,TRUE
5f34c8fc5bdd33f14bb71999b8286aef,TRUE
5f946639378f9e31eee8b927dd743949,FALSE
5fce375e4e5c673c29e652df1ac0b903,FALSE
604097f005384ad20d982e7584f27c09,TRUE
609970e669f2c55d69abc3cb117c47f6,FALSE
60a524518de0ab4261b0e71ee7011d64,FALSE
60f73dcab4a99269b597381b4958391f,FALSE
619fb670865cb3e2583cc22fde1337f1,TRUE
6241b9c147df1d0c7027321d4e1d53cf,TRUE
62a95561a6b12acbf809772553ba1462,FALSE
62aa54591b22be467c5a36356f96915b,FALSE
62c83d1a137771a5c82433c8b3f7fddb,FALSE
630559dc85053c746beafacbd590e8f0,FALSE
633310975f38cbaf67eb5043b4c6c77c,FALSE
6455eac21c029b8d93ff09c2dffcea35,FALSE
646eba049df90f6bca2f51ce20004ac4,FALSE
647bd8b8b02c285db177096a351f8e2c,FALSE
64e245c2e3f5c7658bc062e9840c04dc,TRUE
654c3e2ff69e4d6c9569212cbaf7af07,FALSE
6580de4a0be125c140c30436c7c2c988,FALSE
65b885fb53d0d952ed5be174c9c2d76d,FALSE
65bacc9ccdbaf8341a7232d5cfdbb0bf,FALSE
66290b00f9756a4c6808035244a4b9f6,FALSE
6641cc5d8221699e7db3376fea5587ba,FALSE
66f7bc876e24e26c5d71cb9a2a0e1222,TRUE
67129f4eb32604d9e420da5bf6bb2469,FALSE
671a36a580dd94c6a80d0dbe7fcaeabc,FALSE
67771fd10458c38391b55774826e4c34,TRUE
685a660507aba9066865ebfd62c48451,FALSE
687ab6ec9da9f17ebd4d8665d1988e0f,FALSE
689bdf87fb2de49f98bf4946cfaa5068,FALSE
68a84d00f61c9fd6900cd12e662d43fa,FALSE
68b546b2f4102641d6774c1ce4f57457,FALSE
68c4e63e9663a4bd8d4e435601a26a37,FALSE
691b99ebc7251c00edc12eab9232c0c4,FALSE
699c387896f72e990239cbee1d81ff95,FALSE
6a0b94ec26ca0805f971c293a9603887,FALSE
6a190e3b2a68b2822a03fbd698f02604,FALSE
6a464f9c764040d89517cb5ed9257953,TRUE
6a4c652f46bc14c1c04eff3c67cabac0,FALSE
6b0ba48a13c721f5fb766339a42d25f2,TRUE
6b65c06851e944351dd285a1eb729499,FALSE
6b941e22c8f9b2f159cce49fef9febff,FALSE
6bc4ee6df691c3bed34c69aa93964ee9,TRUE
6c0555804ebade45096a199f932e949e,FALSE
6c1c6b6992a23fe80dc5377cba9cc2e4,FALSE
6c5370105323176e4e88993943aa5b24,FALSE
6c56118b534a5b446d1fd0eab7dc9b19,TRUE
6c9d732cd0560af6e8939ac97bdd78d2,FALSE
6cb35e276085548f3f095a85aa63af7b,TRUE
6ccc2af7009dfea4572de788827ac5a1,TRUE
6cdff0516a17236168522e0a270f4671,TRUE
6db38fccb3ac1de3981b701eb5a15d84,TRUE
6df6c8f8d3c2a93314245a604c02bed1,TRUE
6e70c2024934874d052225a4466fb9c1,FALSE
6eb2e0f41fc9f1fbb70e7751035fdf87,FALSE
6eb562641c6e0074c14ac265153ccda6,FALSE
6f107d977e357e3d22036cc447b354b0,FALSE
6f660e81330d77df19d4e3fb14b18730,TRUE
6f739a076d7ba8ca414334af995fc44c,FALSE
6f9156b8af78f1e7f4ce971b50cacf29,FALSE
6ff443616dd01da842095c0939394baf,FALSE
7023bf0fa91bea71ae7bfa2481fb5b90,FALSE
7062cc9432dba19f5b474be707a73525,TRUE
706466935b9e1d04e4e116be7ce90ea9,FALSE
71a4cd7ad9005409dc1bef838b488e6b,FALSE
72118f61d16a22814cfe01fcffd0659f,TRUE
72741692a0ac3fbd22820b0b278c4040,FALSE
7287a688775698a457a560e1133aee0a,FALSE
72ca99bb6667024a23e1f68904b06fd0,FALSE
733e0653a13dd43c9b668b1825a2fecc,FALSE
734e463e87289ed53edf3802a2cda9fe,FALSE
7419cd5c573ff9994c0f8ff5d92b4408,FALSE
7473815d8eb56f765461525f1bf48c93,TRUE
7476a4cdfe6cb9587f03db358dff548f,FALSE
7481015e6b377191f3b1531bc74e6908,TRUE
74d1c00ab5098202337a91c936b6e080,FALSE
74de6f7e57690a1687935227360edf7f,FALSE
750b2b9e0f4caa4539c2553a4d04fb6b,FALSE
7553628edc729ab03cedd3ded8de8736,TRUE
758f6d309376d24b53da45e91cf778cd,FALSE
7596061dc6e3a61ec35e0307bf423838,FALSE
75d8798826340198f4fd204ed31336ed,FALSE
75ff47d4ba4bd4480629671a666500ba,FALSE
762db27fc4dd1e53dd4fa982ae2162b4,FALSE
764289a2931fb70d1d27d5603d49edd2,TRUE
766fea0c4f0b265fe9ac9e1e4ec64ad7,FALSE
7708f393e874acbdd44bbf47c9a328e9,FALSE
773555b1cf65c9fa882fd9f6c50f44d4,TRUE
775a910a05bbc12a236ec64d4109c37b,FALSE
7767360462c03c38f487f16f57b02e02,TRUE
779747a77c043096f6428413f26d25dc,TRUE
77c589b9398709f398778a0ff368e00e,FALSE
785d6109caeb2f53c0628c37b20d91cb,FALSE
787fafc34f07b372b60981ccdc4018eb,TRUE
793e2072826ee96904a5f03ae2357e96,FALSE
7960373dbd5c93b4a066b352fea600ee,FALSE
798b4cc659c984e8353c7a4f90936df1,FALSE
7a1fd3df8aa8197bdb3be8c5d4ffa92d,FALSE
7abb5ee55c03357b69af929f51443bb0,FALSE
7abb74e551c262a945929b92e0551b04,TRUE
7ad917215da937eefdf48e3c9d3fcf26,FALSE
7aee4951b59fcd1edda02bbecaa2a717,TRUE
7b625f643d0775f0ac4898e33235377b,TRUE
7b8eaf284addb604039c7e22d23c903f,TRUE
7bb464563d0d43f7f894439d163f4ad3,FALSE
7c1478b12207107ae4296e656a49d6f6,TRUE
7c27405cefee2fad79a81a819ca9dbe1,FALSE
7c4bcea05c14431c65ef1d9cfa20ecb1,TRUE
7c64b8d49dd5fbe34f44a9b4bae0e7b4,TRUE
7c8d33cc16246462e046ed084f7428a4,TRUE
7d8627729a14175b1424153ba46d7acf,FALSE
7da41cde0e0d0503549eeb7ca5609a9f,TRUE
7dfa12ce1fc9cc58ec34fd66c75b106b,FALSE
7e335469ce82f86c20d06b06ccfa1da1,FALSE
7ee801015b6ba9dc0aa2687cb28b8361,TRUE
7f4350f4a358ac264ccf3b10c4966afc,FALSE
7f47fd2db9cfdc30fe46068ad017152b,TRUE
7fc97bb967d4380b38e8490aceb85224,TRUE
7fcca181f46acfa027ea83c7dc70afa9,FALSE
7ff85c5c0e9324e28d1e0d0589c364bd,FALSE
8046a7b32ff00f418c1bb410a67adf68,TRUE
804ea124edb0d6694aa4a3c9eb22a716,FALSE
80597153cf2bec000612ba2e45a72d91,TRUE
80cb80668a3c444e3e8962d1c861b9d0,TRUE
80f8e8eb5eac6dd41259ccc73993aff6,FALSE
810c559baf6b5c20dca13b794fb36240,FALSE
81fe057f033eeba6b1472a8fce5c1fdb,FALSE
8224c23bca05c2adb3fdf40752eb1b3c,TRUE
838495eb3f025e512228480eae127522,TRUE
83a0efd007f4db8f0b7db5753d80fd87,TRUE
83ae2db3b59285394e07063a7d0d0512,TRUE
844d41532242b64d8f19774b6b7f1c82,FALSE
844e9be5a30d8d9c1f8e9ddb086ff717,FALSE
849726bb431c44a984e5f0f60923a0ff,TRUE
84e1a98ccf46774bc4f5c6374079dc07,TRUE
8506914d35a1146dd602b68a93b5be5a,FALSE
850de9129410d40c2875418eb40858b9,FALSE
85bfeb44e07b0d4e86c637353080289d,TRUE
86a1dbd33d3ee6d68caa25966a2868a3,FALSE
86f580ee80bb5a54e07595410d624108,FALSE
876e3742e4165313e3be9ca7ff4e41b2,FALSE
87b493b5ff1b807c2320801fcd16ac26,FALSE
881527a718b502bacbd04b6f45fcc2fc,TRUE
8902cda459f8ac02c38efb2815cf4026,TRUE
895c14bfd7d1e2c26aee6938703f32f8,TRUE
8969d175c4676642b245af55d2dba19b,TRUE
89788880a732b675ba9cd9854adcf684,FALSE
89b9947570bc59a6161fb5edea18b852,TRUE
89dab1d9f815cea34ce3612a6b7c0d51,TRUE
8a64fa582ad5ac3bce95a38756b1875c,TRUE
8a7d9195606bdc9bd5305f6bb300e1de,FALSE
8a86bdb56cb975c786e47cb256838ed6,FALSE
8a965bfa0851de76169b3206709ca943,FALSE
8b0662c4244f85c5dd7ab46810ca6b04,TRUE
8b09ef45562214f00e7c11ed16d70dc8,FALSE
8b688ef44a5b17bd7150350d059e67ea,TRUE
8b87786b3a356550a4708f5ab3768792,FALSE
8b9b73cd6d63023caa38dbd25c1042cd,FALSE
8bda575d26a589024a4e62aeba352f93,FALSE
8c0d55bf42d242ac86f43c4031d6371f,TRUE
8c38fce0915fbb7d816e19c3ecda64fb,FALSE
8c40d50720fcc5990329f7312d1ad327,FALSE
8c9a890f19a0ab28b745246162e449d7,FALSE
8cd308e28e213e46e87c9dd9c5aa1466,FALSE
8d3740598109bb310e6244ecc1971a85,FALSE
8d5a99f2032a336a57222948915edf09,FALSE
8da0796b60fa75a5ced6d1c3bf1f3064,TRUE
8dbfef11a650dd9658ca0c6f70b84f88,FALSE
8dc9d28aa6ab0af5dcc98420a9bd65e0,FALSE
8dfea9e24286290d2f59f5b51f00b6c2,TRUE
8eb2f1fd0858319b86b9e44b64660eb6,TRUE
8ef80bf59ceefb3fef9d41a5c66eff35,FALSE
8f325f86996ff57a0006add6cb623e19,FALSE
905f8007cd46415eba8b9dce088b4395,TRUE
90a155db6f98de56ed6baaeccb5aafdd,TRUE
91278ab4c7170ed070a5cd653cab3d26,TRUE
914712bea449e20e1cd2e18c269481bf,FALSE
915b7e1b8cdd0e1bf9826e8ae91706b4,TRUE
922214b02f8dfbde50e8cdaa187dfd47,FALSE
93337ec6e89c26ff280f490dc3eb9042,FALSE
93587c4ead63454c615f4651e2841ba2,TRUE
93fb5779620ce28dea9cb83cbb25ff9b,FALSE
943db956d9c6ccf01435211d99568f15,FALSE
944e9726e57e8c379049dba4bdabb05b,FALSE
94699541835b03d2a18e265299c11213,FALSE
94731f1d1f9180223445e77690aefc03,FALSE
9494350df132e6748afca3bc5d138dcc,FALSE
94ab22994e3ee32eb32f515563197296,FALSE
956942174fc793c4bfb6fffc4b3c1c7b,FALSE
95c1a153c7ec6b5623b8ef298010d2e9,FALSE
962f9787bc5b8dd06dbc2147c39ae15b,TRUE
96d7ab03f9156154f6f2144263a85579,TRUE
97332a03726c052b1283fdd36dbdeca4,TRUE
9760cb1c8a14d3fcf527631acabee35c,TRUE
97c0a0888afa9dcadc73386abcacd350,FALSE
9835cfed2c02bee16b5f0eeac3b4926a,TRUE
9857a5bc59036a73f9261ea694bc002a,FALSE
987c2e7dfc9a93697b8dfd030487ff01,TRUE
987f45c1c19d83fcf3295828771c10f7,FALSE
98a7f586f974550506502f52e47700f5,TRUE
98a878a6fe557bf91236e6fc0413faba,FALSE
99e05511bd051039630e0ee9d311afbc,FALSE
